,Input,Final_Output
511,"Eriksen, J.L.; Druse, M.J. Astrocyte-Mediated Trophic Support of Developing Serotonin Neurons: Effects of Ethanol, Buspirone, and S100B. Brain Res. Dev. Brain Res. 2001, 131, 9–15.","{""author"": ""J.L. Eriksen; M.J. Druse"", ""journalName"": ""Brain Res. Dev. Brain Res."", ""year"": 2001}"
512,"Marazziti, D.; Palego, L.; Giromella, A.; Mazzoni, M.R.; Borsini, F.; Mayer, N.; Naccarato, A.G.; Lucacchini, A.; Cassano, G.B. Region-Dependent Effects of Flibanserin and Buspirone on Adenylyl Cyclase Activity in the Human Brain. Int. J. Neuropsy chopharmacol. 2002, 5, 131–140.","{""author"": ""D. Marazziti; L. Palego; A. Giromella; M.R. Mazzoni; F. Borsini; N. Mayer; A.G. Naccarato; A. Lucacchini; G.B. Cassano"", ""journalName"": ""Int. J. Neuropsychopharmacol."", ""year"": 2002}"
513,"Thomas Broome, S.; Castorina, A. The Anxiolytic Drug Buspirone Prevents Rotenone-Induced Toxicity in a Mouse Model of Parkinson’s Disease. Int. J. Mol. Sci. 2022, 23, 1845.","{""author"": ""S. Thomas Broome; A. Castorina"", ""journalName"": ""Int. J. Mol. Sci."", ""year"": 2022}"
514,"Kumar,A.; Kaur, G.; Rinwa, P. Buspirone along with Melatonin Attenuates Oxidative Damage and Anxiety-like Behavior in a Mouse Model of Immobilization Stress. Chin. J. Nat. Med. 2014, 12, 582–589.","{""author"": ""A. Kumar; G. Kaur; P. Rinwa"", ""journalName"": ""Chin. J. Nat. Med."", ""year"": 2014}"
515,"Kushwah, N.; Bora, K.; Maurya, M.; Pavlovich, M.C.; Chen, J. Oxidative Stress and Antioxidants in Age-Related Macular Degeneration. Antioxidants 2023, 12, 1379.","{""author"": ""N. Kushwah; K. Bora; M. Maurya; M.C. Pavlovich; J. Chen"", ""journalName"": ""Antioxidants"", ""year"": 2023}"
516,"Beatty, S.; Koh, H.; Phil, M.; Henson, D.; Boulton, M. The Role of Oxidative Stress in the Pathogenesis of Age-Related Macular Degeneration. Surv. Ophthalmol. 2000, 45, 115–134.","{""author"": ""S. Beatty; H. Koh; M. Phil; D. Henson; M. Boulton"", ""journalName"": ""Surv. Ophthalmol."", ""year"": 2000}"
517,"Ross, D.; Siegel, D. Functions of NQO1 in Cellular Protection and CoQ10 Metabolism and Its Potential Role as a Redox Sensitive Molecular Switch. Front. Physiol. 2017, 8, 595.","{""author"": ""D. Ross; D. Siegel"", ""journalName"": ""Front. Physiol."", ""year"": 2017}"
518,"Yuan,Z.; Du, W.; He, X.; Zhang, D.; He, W. Tribulus Terrestris Ameliorates Oxidative Stress-Induced ARPE-19 Cell Injury through the PI3K/Akt-Nrf2 Signaling Pathway. Oxidative Med. Cell. Longev. 2020, 2020, 7962393.","{""author"": ""Z. Yuan; W. Du; X. He; D. Zhang; W. He"", ""journalName"": ""Oxidative Med. Cell. Longev."", ""year"": 2020}"
519,"Suárez-Barrio, C.; Del Olmo-Aguado, S.; García-Pérez, E.; de la Fuente, M.; Muruzabal, F.; Anitua, E.; Baamonde-Arbaiza, B.; Fernández-Vega-Cueto, L.; Fernández-Vega, L.; Merayo-Lloves, J. Antioxidant Role of PRGF on RPE Cells after Blue Light Insult as a Therapy for Neurodegenerative Diseases. Int. J. Mol. Sci. 2020, 21, 1021.","{""author"": ""C. Su\u00e1rez-Barrio; S. Del Olmo-Aguado; E. Garc\u00eda-P\u00e9rez; M. de la Fuente; F. Muruzabal; E. Anitua; B. Baamonde-Arbaiza; L. Fern\u00e1ndez-Vega-Cueto; L. Fern\u00e1ndez-Vega; J. Merayo-Lloves"", ""journalName"": ""Int. J. Mol. Sci."", ""year"": 2020}"
520,"Yang, Y.; Parsons, K.K.; Chi, L.; Malakauskas, S.M.; Le, T.H. Glutathione S-Transferase-M1 Regulates Vascular Smooth Muscle Cell Proliferation, Migration, and Oxidative Stress. Hypertension 2009, 54, 1360–1368.","{""author"": ""Y. Yang; K.K. Parsons; L. Chi; S.M. Malakauskas; T.H. Le"", ""journalName"": ""Hypertension"", ""year"": 2009}"
521,"Sandbach, J.M.; Coscun, P.E.; Grossniklaus, H.E.; Kokoszka, J.E.; Newman, N.J.; Wallace, D.C. Ocular Pathology in Mitochondrial Superoxide Dismutase (Sod2)-Deficient Mice. Investig. Ophthalmol. Vis. Sci. 2001, 42, 2173–2178.","{""author"": ""J.M. Sandbach; P.E. Coscun; H.E. Grossniklaus; J.E. Kokoszka; N.J. Newman; D.C. Wallace"", ""journalName"": ""Investig. Ophthalmol. Vis. Sci."", ""year"": 2001}"
522,"Kasahara, E.; Lin, L.-R.; Ho, Y.-S.; Reddy, V.N. SOD2 Protects against Oxidation-Induced Apoptosis in Mouse Retinal Pigment Epithelium: Implications for Age-Related Macular Degeneration. Investig. Ophthalmol. Vis. Sci. 2005, 46, 3426–3434.","{""author"": ""E. Kasahara; L.-R. Lin; Y.-S. Ho; V.N. Reddy"", ""journalName"": ""Investig. Ophthalmol. Vis. Sci."", ""year"": 2005}"
523,"Collier, R.J.; Patel, Y.; Martin, E.A.; Dembinska, O.; Hellberg, M.; Krueger, D.S.; Kapin, M.A.; Romano, C. Agonists at the Serotonin Receptor (5-HT(1A)) Protect the Retina from Severe Photo-Oxidative Stress. Investig. Ophthalmol. Vis. Sci. 2011, 52, 2118–2126.","{""author"": ""R.J. Collier; Y. Patel; E.A. Martin; O. Dembinska; M. Hellberg; D.S. Krueger; M.A. Kapin; C. Romano"", ""journalName"": ""Investig. Ophthalmol. Vis. Sci."", ""year"": 2011}"
524,"Biswal, M.R.; Ahmed, C.M.; Ildefonso, C.J.; Han, P.; Li, H.; Jivanji, H.; Mao, H.; Lewin, A.S. Systemic Treatment with a 5HT1a Agonist Induces Anti-Oxidant Protection and Preserves the Retina from Mitochondrial Oxidative Stress. Exp. Eye Res. 2015, 140, 94–105.","{""author"": ""M.R. Biswal; C.M. Ahmed; H. Ildefonso; P. Han; H. Li; H. Jivanji; H. Mao; A.S. Lewin"", ""journalName"": ""Exp. Eye Res."", ""year"": 2015}"
525,"Ahmed,C.M.; Biswal, M.R.; Li, H.; Han, P.; Ildefonso, C.J.; Lewin, A.S. Repurposing an Orally Available Drug for the Treatment of Geographic Atrophy. Mol. Vis. 2016, 22, 294–310.","{""author"": ""C.M. Ahmed; M.R. Biswal; H. Li; P. Han; C.J. Ildefonso; A.S. Lewin"", ""journalName"": ""Mol. Vis."", ""year"": 2016}"
526,"Coyner, A.S.; Ryals, R.C.; Ku, C.A.; Fischer, C.M.; Patel, R.C.; Datta, S.; Yang, P.; Wen, Y.; Hen, R.; Pennesi, M.E. Retinal Neuroprotective Effects of Flibanserin, an FDA-Approved Dual Serotonin Receptor Agonist-Antagonist. PLoS ONE 2016, 11, e0159776.","{""author"": ""A.S. Coyner; R.C. Ryals; C.A. Ku; C.M. Fischer; R.C. Patel; S. Datta; P. Yang; Y. Wen; R. Hen; M.E. Pennesi"", ""journalName"": ""PLoS ONE"", ""year"": 2016}"
527,"Liu, Y.; Li, Y.; Wang, C.; Zhang, Y.; Su, G. Morphologic and Histopathologic Change of Sodium Iodate-Induced Retinal Degeneration in Adult Rats. Int. J. Clin. Exp. Pathol. 2019, 12, 443–454.","{""author"": ""Y. Liu; Y. Li; C. Wang; Y. Zhang; G. Su"", ""journalName"": ""Int. J. Clin. Exp. Pathol."", ""year"": 2019}"
528,"Upadhyay, M.; Bonilha, V.L. Regulated Cell Death Pathways in the Sodium Iodate Model: Insights and Implications for AMD. Exp. Eye Res. 2023, 238, 109728.","{""author"": ""M. Upadhyay; V.L. Bonilha"", ""journalName"": ""Exp. Eye Res."", ""year"": 2023}"
529,"Hazim, R.A.; Volland, S.; Yen, A.; Burgess, B.L.; Williams, D.S. Rapid Differentiation of the Human RPE Cell Line, ARPE-19, Induced by Nicotinamide. Exp. Eye Res. 2019, 179, 18–24.","{""author"": ""R.A. Hazim; S. Volland; A. Yen; B.L. Burgess; D.S. Williams"", ""journalName"": ""Exp. Eye Res."", ""year"": 2019}"
530,"Dunn, K.C.; Aotaki-Keen, A.E.; Putkey, F.R.; Hjelmeland, L.M. ARPE-19, a Human Retinal Pigment Epithelial Cell Line with Differentiated Properties. Exp. Eye Res. 1996, 62, 155–169.","{""author"": ""K.C. Dunn; A.E. Aotaki-Keen; F.R. Putkey; L.M. Hjelmeland"", ""journalName"": ""Exp. Eye Res."", ""year"": 1996}"
531,"Chen,W.; Lin, B.; Xie, S.; Yang, W.; Lin, J.; Li, Z.; Zhan, Y.; Gui, S.; Lin, B. Naringenin Protects RPE Cells from NaIO3-Induced Oxidative Damage in Vivo and in Vitro through up-Regulation of SIRT1. Phytomedicine 2021, 80, 153375.","{""author"": ""W. Chen; B. Lin; S. Xie; W. Yang; J. Lin; Z. Li; Y. Zhan; S. Gui; B. Lin"", ""journalName"": ""Phytomedicine"", ""year"": 2021}"
532,"Juel, H.B.; Faber, C.; Svendsen, S.G.; Vallejo, A.N.; Nissen, M.H. Inflammatory Cytokines Protect Retinal Pigment Epithelial Cells from Oxidative Stress-Induced Death. PLoS ONE 2013, 8, e64619.","{""author"": ""H.B. Juel; C. Faber; S.G. Svendsen; A.N. Vallejo; M.H. Nissen"", ""journalName"": ""PLoS ONE"", ""year"": 2013}"
533,"Xie, R.; Wang, B.; Zuo, S.; Du, M.; Wang, X.; Yu, Y.; Yan, H. Protective Effects of CRTH2 Suppression in Dry Age-Related Macular Degeneration. Biochem. Biophys. Res. Commun. 2022, 624, 8–15.","{""author"": ""R. Xie; B. Wang; S. Zuo; M. Du; X. Wang; Y. Yu; H. Yan"", ""journalName"": ""Biochem. Biophys. Res. Commun."", ""year"": 2022}"
534,"Ma,H.; Yang, F.; Ding, X.-Q. Inhibition of Thyroid Hormone Signaling Protects Retinal Pigment Epithelium and Photoreceptors from Cell Death in a Mouse Model of Age-Related Macular Degeneration. Cell Death Dis. 2020, 11, 24.","{""author"": ""H. Ma; F. Yang; X.-Q. Ding"", ""journalName"": ""Cell Death Dis."", ""year"": 2020}"
535,"Bardak, H.; U˘ guz, A.C.; Bardak, Y.; Rocha-Pimienta, J.; Delgado-Adámez, J.; Espino, J. Selenium Protects ARPE-19 and ACBRI 181 Cells against High Glucose-Induced Oxidative Stress. Molecules 2023, 28, 5961.","{""author"": ""H. Bardak; A.C. U\u02d8 guz; Y. Bardak; J. Rocha-Pimienta; J. Delgado-Ad\u00e1mez; J. Espino"", ""journalName"": ""Molecules"", ""year"": 2023}"
536,"Hanneken, A.; Lin, F.-F.; Johnson, J.; Maher, P. Flavonoids Protect Human Retinal Pigment Epithelial Cells from Oxidative-Stress Induced Death. Investig. Ophthalmol. Vis. Sci. 2006, 47, 3164–3177.","{""author"": ""A. Hanneken; F.-F. Lin; J. Johnson; P. Maher"", ""journalName"": ""Investig. Ophthalmol. Vis. Sci."", ""year"": 2006}"
537,"He, H.; Kuriyan, A.E.; Su, C.-W.; Mahabole, M.; Zhang, Y.; Zhu, Y.-T.; Flynn, H.W.; Parel, J.-M.; Tseng, S.C.G. Inhibition of Proliferation and Epithelial Mesenchymal Transition in Retinal Pigment Epithelial Cells by Heavy Chain-Hyaluronan/Pentraxin 3. Sci. Rep. 2017, 7, srep43736.","{""author"": ""H. He; A.E. Kuriyan; C.-W. Su; M. Mahabole; Y. Zhang; Y.-T. Zhu; H.W. Flynn; J.-M. Parel; S.C.G. Tseng"", ""journalName"": ""Sci. Rep."", ""year"": 2017}"
538,"Haranahalli Shivarudrappa, A.; Gopal, S.S.; Ponesakki, G. An in Vitro Protocol to Study the Effect of Hyperglycemia on Intracellular Redox Signaling in Human Retinal Pigment Epithelial (ARPE-19) Cells. Mol. Biol. Rep. 2019, 46, 1263–1274.","{""author"": ""A. Haranahalli Shivarudrappa; S.S. Gopal; G. Ponesakki"", ""journalName"": ""Mol. Biol. Rep."", ""year"": 2019}"
539,"Biswal, M.R.; Justis, B.D.; Han, P.; Li, H.; Gierhart, D.; Dorey, C.K.; Lewin, A.S. Daily Zeaxanthin Supplementation Prevents Atrophy of the Retinal Pigment Epithelium (RPE) in a Mouse Model of Mitochondrial Oxidative Stress. PLoS ONE 2018, 13, e0203816.","{""author"": ""M.R. Biswal; B.D. Justis; P. Han; H. Li; D. Gierhart; C.K. Dorey; A.S. Lewin"", ""journalName"": ""PLoS ONE"", ""year"": 2018}"
540,"Wenzel, A.A.; O’Hare, M.N.; Shadmand, M.; Corson, T.W. Optical Coherence Tomography Enables Imaging of Tumor Initiation in the TAg-RB Mouse Model of Retinoblastoma. Mol. Vis. 2015, 21, 515–522.","{""author"": ""A.A. Wenzel; M.N. O\u2019Hare; M. Shadmand; T.W. Corson"", ""journalName"": ""Mol. Vis."", ""year"": 2015}"
541,"Zou,X.-L.; Wang, G.-F.; Li, D.-D.; Chen, J.-X.; Zhang, C.-L.; Yu, Y.-Z.; Zhou, W.-J.; Zou, Y.-P.; Rao, B.-Q. Protection of Tight Junction between RPE Cells with Tissue Factor Targeting Peptide. Int. J. Ophthalmol. 2018, 11, 1594–1599.","{""author"": ""X.-L. Zou; G.-F. Wang; D.-D. Li; J.-X. Chen; C.-L. Zhang; Y.-Z. Yu; W.-J. Zhou; Y.-P. Zou; B.-Q. Rao"", ""journalName"": ""Int. J. Ophthalmol."", ""year"": 2018}"
542,"Obert, E.; Strauss, R.; Brandon, C.; Grek, C.; Ghatnekar, G.; Gourdie, R.; Rohrer, B. Targeting The Tight Junction Protein, Zonula Occludens-1, With The Connexin 43 Mimetic Peptide, CT1, Reduces VEGF-Dependent RPE Pathophysiology. J. Mol. Med. 2017, 95, 535–552.","{""author"": ""E. Obert; R. Strauss; C. Brandon; C. Grek; G. Ghatnekar; R. Gourdie; B. Rohrer"", ""journalName"": ""J. Mol. Med."", ""year"": 2017}"
543,"Trakkides, T.-O.; Schäfer, N.; Reichenthaler, M.; Kühn, K.; Brandwijk, R.J.M.G.E.; Toonen, E.J.M.; Urban, F.; Wegener, J.; Enzmann, V.; Pauly, D. Oxidative Stress Increases Endogenous Complement-Dependent Inflammatory and Angiogenic Responses in Retinal Pigment Epithelial Cells Independently of Exogenous Complement Sources. Antioxidants 2019, 8, 548.","{""author"": ""T.-O. Trakkides; N. Sch\u00e4fer; M. Reichenthaler; K. K\u00fchn; R.J.M.G.E. Brandwijk; E.J.M. Toonen; F. Urban; J. Wegener; V. Enzmann; D. Pauly"", ""journalName"": ""Antioxidants"", ""year"": 2019}"
544,"Frede, K.; Ebert, F.; Kipp, A.P.; Schwerdtle, T.; Baldermann, S. Lutein Activates the Transcription Factor Nrf2 in Human Retinal Pigment Epithelial Cells. J. Agric. Food Chem. 2017, 65, 5944–5952","{""author"": ""K. Frede; F. Ebert; A.P. Kipp; T. Schwerdtle; S. Baldermann"", ""journalName"": ""J. Agric. Food Chem."", ""year"": 2017}"
545,"Ku,C.A.; Ryals, R.C.; Jiang, D.; Coyner, A.S.; Weller, K.K.; Sinha, W.; Robb, B.M.; Yang, P.; Pennesi, M.E. The Role of ERK1/2 Activation in Sarpogrelate-Mediated Neuroprotection. Investig. Ophthalmol. Vis. Sci. 2018, 59, 462–471.","{""author"": ""C.A. Ku; R.C. Ryals; D. Jiang; A.S. Coyner; K.K. Weller; W. Sinha; B.M. Robb; P. Yang; M.E. Pennesi"", ""journalName"": ""Investig. Ophthalmol. Vis. Sci."", ""year"": 2018}"
546,"Tullis, B.E.; Ryals, R.C.; Coyner, A.S.; Gale, M.J.; Nicholson, A.; Ku, C.; Regis, D.; Sinha, W.; Datta, S.; Wen, Y.; et al. Sarpogrelate, a 5-HT2A Receptor Antagonist, Protects the Retina From Light-Induced Retinopathy. Investig. Ophthalmol. Vis. Sci. 2015, 56, 4560–4569.","{""author"": ""B.E. Tullis; R.C. Ryals; A.S. Coyner; M.J. Gale; A. Nicholson; C. Ku; D. Regis; W. Sinha; S. Datta; Y. Wen; et al."", ""journalName"": ""Investig. Ophthalmol. Vis. Sci."", ""year"": 2015}"
547,"Urbina, M.; Schmeer, C.; Lima, L. 5HT1A Receptor Agonist Differentially Increases Cyclic AMP Concentration in Intact and Lesioned Goldfish Retina. In Vitro Inhibition of Outgrowth by Forskolin. Neurochem. Int. 1996, 29, 453–460.","{""author"": ""M. Urbina; C. Schmeer; L. Lima"", ""journalName"": ""Neurochem. Int."", ""year"": 1996}"
548,"Mjahed, M. The use of clustering techniques for the classification of high energy physics data. Nucl. Instrum. Methods Phys. Res. Sect. A Accel. Spectrometers Detect. Assoc. Equip. 2006, 559, 199–202.","{""author"": ""M. Mjahed"", ""journalName"": ""Nucl. Instrum. Methods Phys. Res. Sect. A Accel. Spectrometers Detect. Assoc. Equip."", ""year"": 2006}"
549,"Andrews, M.; Paulini, M.; Gleyzer, S.; Poczos, B. End-to-End Event Classification of High-Energy Physics Data. J. Phys. Conf. Ser. 2018, 1085, 042022","{""author"": ""M. Andrews; M. Paulini; S. Gleyzer; B. Poczos"", ""journalName"": ""J. Phys. Conf. Ser."", ""year"": 2018}"
550,"He, P.; Xu, C.J.; Liang, Y.Z.; Fang, K.T. Improving the classification accuracy in chemistry via boosting technique. Chemom. Intell. Lab. Syst. 2004, 70, 39–46.","{""author"": ""P. He; C.J. Xu; Y.Z. Liang; K.T. Fang"", ""journalName"": ""Chemom. Intell. Lab. Syst."", ""year"": 2004}"
551,"Aguiar, J.A.; Gong, M.L.; Tasdizen, T. Crystallographic prediction from diffraction and chemistry data for higher throughput classification using machine learning. Comput. Mater. Sci. 2020, 173, 109409.","{""author"": ""J.A. Aguiar; M.L. Gong; T. Tasdizen"", ""journalName"": ""Comput. Mater. Sci."", ""year"": 2020}"
552,"Kaastra, I.; Boyd, M. Designing a neural network for forecasting financial and economic time series. Neurocomputing 1996, 10, 215–236.","{""author"": ""I. Kaastra; M. Boyd"", ""journalName"": ""Neurocomputing"", ""year"": 1996}"
553,"Hafezi, R.; Shahrabi, J.; Hadavandi, E. A bat-neural network multi-agent system (BNNMAS) for stock price prediction: Case study of DAX stock price. Appl. Soft Comput. 2015, 29, 196–210","{""author"": ""R. Hafezi; J. Shahrabi; E. Hadavandi"", ""journalName"": ""Appl. Soft Comput."", ""year"": 2015}"
554,"Yadav, S.S.; Jadhav, S.M. Deep convolutional neural network based medical image classification for disease diagnosis. J. Big Data 2019, 6, 113.","{""author"": ""S.S. Yadav; S.M. Jadhav"", ""journalName"": ""J. Big Data"", ""year"": 2019}"
555,"Qing, L.; Linhong, W.; Xuehai, D. A Novel Neural Network-Based Method for Medical Text Classification. Future Internet 2019, 11, 255","{""author"": ""L. Qing; W. Linhong; D. Xuehai"", ""journalName"": ""Future Internet"", ""year"": 2019}"
556,"Park, J.; Sandberg, I.W. Universal Approximation Using Radial-Basis-Function Networks. Neural Comput. 1991, 3, 246–257.","{""author"": ""J. Park; I.W. Sandberg"", ""journalName"": ""Neural Comput."", ""year"": 1991}"
557,"Montazer, G.A.; Giveki, D.; Karami, M.; Rastegar, H. Radial basis function neural networks: A review. Comput. Rev. J. 2018, 1, 52–74.","{""author"": ""G.A. Montazer; D. Giveki; M. Karami; H. Rastegar"", ""journalName"": ""Comput. Rev. J."", ""year"": 2018}"
558,"Abiodun, O.I.; Jantan, A.; Omolara, A.E.; Dada, K.V.; Mohamed, N.A.; Arshad, H. State-of-the-art in artificial neural network applications: A survey. Heliyon 2018, 4, e00938.","{""author"": ""O.I. Abiodun; A. Jantan; A.E. Omolara; K.V. Dada; N.A. Mohamed; H. Arshad"", ""journalName"": ""Heliyon"", ""year"": 2018}"
559,"Liao, Y.; Fang, S.C.; Nuttle, H.L.W. Relaxed conditions for radial-basis function networks to be universal approximators. Neural Netw. 2003, 16, 1019–1028.","{""author"": ""Y. Liao; S.C. Fang; H.L.W. Nuttle"", ""journalName"": ""Neural Netw."", ""year"": 2003}"
560,"Teng, P. Machine-learning quantum mechanics: Solving quantum mechanics problems using radial basis function networks. Phys. Rev. E 2018, 98, 033305.","{""author"": ""P. Teng"", ""journalName"": ""Phys. Rev. E"", ""year"": 2018}"
561,"Jovanovi´ c, R.; Sretenovic, A. Ensemble of radial basis neural networks with K-means clustering for heating energy consumption prediction. FME Trans. 2017, 45, 51–57.","{""author"": ""R. Jovanovi\u0107; A. Sretenovi\u0107"", ""journalName"": ""FME Trans."", ""year"": 2017}"
562,"Gorbachenko, V.I.; Zhukov, M.V. Solving boundary value problems of mathematical physics using radial basis function networks. Comput. Math. Math. Phys. 2017, 57, 145–155.","{""author"": ""V.I. Gorbachenko; M.V. Zhukov"", ""journalName"": ""Comput. Math. Math. Phys."", ""year"": 2017}"
563,"Määttä, J.; Bazaliy, V.; Kimari, J.; Djurabekova, F.; Nordlund, K.; Roos, T. Gradient-based training and pruning of radial basis function networks with an application in materials physics. Neural Netw. 2021, 133, 123–131.","{""author"": ""J. M\u00e4\u00e4tt\u00e4; V. Bazaliy; J. Kimari; F. Djurabekova; K. Nordlund; T. Roos"", ""journalName"": ""Neural Netw."", ""year"": 2021}"
564,"Nam,M.-D.; Thanh, T.-C. Numerical solution of differential equations using multiquadric radial basis function networks. Neural Netw. 2001, 14, 185–199.","{""author"": ""M.-D. Nam; T.-C. Thanh"", ""journalName"": ""Neural Netw."", ""year"": 2001}"
565,"Mai-Duy, N. Solving high order ordinary differential equations with radial basis function networks. Int. J. Numer. Meth. Eng. 2005, 62, 824–852.","{""author"": ""N. Mai-Duy"", ""journalName"": ""Int. J. Numer. Meth. Eng."", ""year"": 2005}"
566,"Sarra, S.A. Adaptive radial basis function methods for time dependent partial differential equations. Appl. Numer. 2005, 54, 79–94.","{""author"": ""S.A. Sarra"", ""journalName"": ""Appl. Numer."", ""year"": 2005}"
567,"Lian, R.-J. Adaptive Self-Organizing Fuzzy Sliding-Mode Radial Basis-Function Neural-Network Controller for Robotic Systems. IEEE Trans. Ind. Electron. 2014, 61, 1493–1503","{""author"": ""R.-J. Lian"", ""journalName"": ""IEEE Trans. Ind. Electron."", ""year"": 2014}"
